store-name,address,address_city,address_postcode,address_region,address_departement,address_longitude,address_latitude,google_map_url,contact_phone,contact_email,open_hour_monday_to_friday,close_hour_monday_to_friday,open_hour_saturday,closed_hour_saturday,open_hours_sunday,source
Tarbes,Zone d'Activités de Bastillac Sud,Tarbes,65000,Occitanie,Hautes-Pyrénées,0.041441,43.218774,"https://maps.google.com/maps/?q=43.218774,0.041441",0825 09 09 09,service.clients@metro.fr,06:00:00,19:00:00,06:00:00,18:00:00,closed,https://www.metro.fr/halles/tarbes
Toulon (Six-Fours-les-Plages),171 avenue de l'Europe,Six-Fours-les Plages,83140,Provence-Alpes-Côte d'Azur,Var,5.843025,43.117494,"https://maps.google.com/maps/?q=43.117494,5.843025",0825 09 09 09,service.clients@metro.fr,05:30:00,19:00:00,05:30:00,18:00:00,closed,https://www.metro.fr/halles/toulon
Toulouse (Portet-sur-Garonne),Boulevard de Courties,Portet-sur-Garonne,31120,Occitanie,Haute-Garonne,1.38834,43.53389,"https://maps.google.com/maps/?q=43.53389,1.38834",0825 09 09 09,service.clients@metro.fr,06:00:00,19:00:00,06:00:00,18:00:00,closed,https://www.metro.fr/halles/toulouse-portet-sur-garonne
Toulouse - Sesquières,ZI la Glacière - 8 impasse Camo - BP 4-2142,Toulouse,31018,Occitanie,Haute-Garonne,1.419101,43.641296,"https://maps.google.com/maps/?q=43.641296,1.419101",0825 09 09 09,service.clients@metro.fr,05:30:00,20:00:00,05:30:00,18:00:00,closed,https://www.metro.fr/halles/toulouse-sesquieres
Tours (Saint-Cyr-sur-Loire),Boulevard Alfred Nobel,Saint-Cyr-sur-Loire,37540,Centre-Val de Loire,Indre-et-Loire,0.66297,47.431809,"https://maps.google.com/maps/?q=47.431809,0.662970",0825 09 09 09,service.clients@metro.fr,06:00:00,19:00:00,06:00:00,18:00:00,closed,https://www.metro.fr/halles/tours
Trappes,Route de Chartres (RN 10) - Zone Immoparc,Trappes,78190,Île-de-France,Yvelines,1.973518,48.765938,"https://maps.google.com/maps/?q=48.765938,1.973518",0825 09 09 09,service.clients@metro.fr,05:00:00,19:00:00,05:00:00,18:00:00,closed,https://www.metro.fr/halles/trappes
Troyes (Saint-Parres-aux-Tertres),Les Terrasses de Baires,Saint-Parres-aux-Tertres,10410,Grand Est,Aube,4.134207,48.294369,"https://maps.google.com/maps/?q=48.294369,4.134207",0825 09 09 09,service.clients@metro.fr,06:00:00,19:00:00,06:00:00,18:00:00,closed,https://www.metro.fr/halles/troyes
Valence,Pôle d'activités Briffaut Est - Avenue Maurice Simonet,Valence,26000,Auvergne-Rhône-Alpes,Drôme,4.932127,44.920671,"https://maps.google.com/maps/?q=44.920671,4.932127",0825 09 09 09,service.clients@metro.fr,06:00:00,19:00:00,06:00:00,18:00:00,closed,https://www.metro.fr/halles/valence
Valenciennes,Rue Ernest Macarez,Valenciennes,59320,Hauts-de-France,Nord,3.536753,50.372714,"https://maps.google.com/maps/?q=50.372714,3.536753",0825 09 09 09,service.clients@metro.fr,06:00:00,19:00:00,06:00:00,18:00:00,closed,https://www.metro.fr/halles/valenciennes
Vannes,ZA du Chapeau Rouge,Vannes,56000,Bretagne,Morbihan,-2.72257,47.667636,"https://maps.google.com/maps/?q=47.667636,-2.722570",0825 09 09 09,service.clients@metro.fr,06:00:00,19:00:00,06:00:00,18:00:00,closed,https://www.metro.fr/halles/vannes
Vaux-le-Pénil,Rue de la plaine de la croix Besnard,Vaux-le-Pénil,77000,Île-de-France,Seine-et-Marne,2.695145,48.532525,"https://maps.google.com/maps/?q=48.532525,2.695145",0825 09 09 09,service.clients@metro.fr,06:00:00,18:00:00,06:00:00,18:00:00,closed,https://www.metro.fr/halles/vaux-le-penil
Villeneuve-la-Garenne,102-104 avenue de Verdun,Villeneuve-la-Garenne,92390,Île-de-France,Hauts-de-Seine,2.322615,48.934755,"https://maps.google.com/maps/?q=48.934755,2.322615",0825 09 09 09,service.clients@metro.fr,05:00:00,20:00:00,05:00:00,19:00:00,closed,https://www.metro.fr/halles/villeneuve-la-garenne
Vitry-sur-Seine,67-73 rue Champollion,Vitry-sur-Seine,94400,Île-de-France,Val-de-Marne,2.384865,48.800717,"https://maps.google.com/maps/?q=48.800717,2.384865",0825 09 09 09,service.clients@metro.fr,05:00:00,20:00:00,05:00:00,19:00:00,closed,https://www.metro.fr/halles/vitry-sur-seine
Wattrelos,Parc d'activité du BECK et de L'AVELIN - 3 rue des LAINIERS,Wattrelos,59150,Hauts-de-France,Nord,3.2324415,50.6954999,"https://maps.google.com/maps/?q=50.6954999,3.23244150",0825 09 09 09,service.clients@metro.fr,06:00:00,19:00:00,06:00:00,18:00:00,closed,https://www.metro.fr/halles/wattrelos
